"@title","Indonesia"
,"Just hold to use them. Your construction work will progress by leaps and bounds!"
"#02674","You'll need to get through the outer walls to venture outside town."
,"It would be...more convenient if you put a gate in there somewhere."
,"Let's install one right away!"
"#02675","Looking good. Now let's deploy some residents to look for treasure!"
,"They might find a way to get rid of this terrible fog."
,"Just choose who to deploy and they'll get moving."
"#02676","You're going to need some storehouses for all these materials you're gathering."
,"Start out by building two storehouses near the town hall."
"#02677","Build a new storehouse to keep your <pic=grass>."
"#02678","Build a new storehouse to keep your <pic=food>."
"#02679","Build a new storehouse to keep your <pic=wood>."
"#02680","Build a new storehouse to keep your <pic=iron>."
"#02681","Build a new storehouse to keep your <pic=magic>."
"#02682","You need <pic=stamina> to go on a conquest."
,"You can get a little from the Town Hall as time goes by..."
,"But I think we have a better way available to us."
,"The previous king built special facilities to gather Energy. Here, take a look at the blueprints."
"#02683","It might be better to change this quest's destination."
,"Clearing areas with more fog may hold the key to developing the kingdom further."
"#02684","We need a place to carry out research and discover new stuff!"
,"When the lab's complete, appoint a resident to take charge of the research."
"#02685","Research is important for finding new ways to use materials and make the kingdom more advanced."
,"The lab's all ready, let's get it up and running!"
"#02686","Looks like you got your hands on some cool treasure!"
,"But that chest is staying shut... We've got no idea what could be inside."
,"But our townsfolk have a way to open it. They just need a proper place to work."
,"It'd be best if it was somewhere near a storehouse."
"#02687","The kingdom's finally starting to get back on its feet. Let's keep up this pace!"
"#02688","A cave has appeared outside of our town."
,"If we don't do something about it, it'll keep releasing monsters into the world. Time for a conquest!"
,"Tap the cave to begin."
"#02689","We've found one of the monsters who've been producing the fog!"
,"Get your gear together, and set out to defeat it. This will be a big step toward restoring peace to the world!"
,"Just tap the boss to begin. Oh, but first - take this."
"#02690","Use it if you find that the battle gets too tough."
"#02691","You've found an item that can strengthen your allies."
,"No time like the present - let's try it out!"
"#02692","Select a resident from the list to open their Equipment Menu."
,"Give weapons and armor to residents who'll be taking part in battle."
"#02693","The allies you sent out on a quest got us more Rank Points. Splendid!"
,"Select the Town Hall and use those points to increase your rank."
"#02694","A field will steadily produce <pic=grass> over time. Let's research how to make one for ourselves."
"#02695","Oh, and take this item. I found it just lying around the house."
"#02696","A plantation will steadily produce <pic=wood> over time. Let's research how to make one for ourselves."
"#02697","That's your second Town Hall. Great going!"
,"You've got control over so much more of the island now. I think there's room to build a second town!"
"#02698","Building a stable will boost the movement speed for one resident out on a quest."
,"The best place to build them is somewhere close to the town entrance."
"#02699","A boat with visitors from other kingdoms has arrived in port."
,"There may be merchants or adventurers with them...but they might not know how to get to our town."
,"Let's place some signs to guide them here!"
"#02700","Take note of the range of each sign and place a series of them from port to town."
,"Also, a neighboring kingdom has sent us a gift."
"#02701","Once you have signs pointing to our town in place..."
,"Select a port to call a ship. If you have shops in your town, tourists can be a great source of income."
"#02702","This new room has enough space for two people to live together."
,"And there's a special kind of bed just perfect for a room like this!"
"#02703","Different jobs have their own skills, but there's no need to stop there."
,"When you discover a new skill, select an ally and choose ""Equip Skill"" to teach it to them."
,"Some skills are better for battle, others will help the town develop. Experiment and find a combination that's best for you!"
"#02704","One of our facilities got destroyed..."
,"From what I hear, the full moon really riles up monsters. It makes them so bold that they'll attack towns."
,"Take this. It can wake up sleeping residents and call back residents who are outside of town."
,"Use it when you need extra numbers to hold off attacking monsters."
"#02705","We took our share of injuries in that last fight..."
,"You'll need somewhere to help your allies recover. Let's place one right away!"
"#02706","The town's coming along nicely."
,"But the monsters are only going to get tougher from here on out."
,"Try selecting some of your facilities and leveling them up. This will make it harder for enemies to destroy them."
"#02707","You'll need residents with a particular job to perform research."
,"I have a friend in the industry - how about offering them the position?"
"#02708","I suggest making some introductions to find new allies."
,"We might be able to find some townsfolk or adventurers willing to move to our town!"
"#02709","I was looking at an old photo of the kingdom... I think we used to have a well."
,"Let's research how to make one!"
"#02710","I was looking in the kingdom archives... I think the town used to have a stove."
,"Let's research how to make one!"
"#02711","I was looking at a selfie I took with the old king... I think we used to have a rest stop in town."
,"Let's research how to make one!"
"#02712","I was looking at a painting the old king made... I think we used to have a bench or two in town."
,"Let's research how to make one!"
"#02713","We've established a second town! Gosh, it happened so fast."
,"The Residents Association threw a party yesterday to celebrate. It was so much fun!"
,"There's some unexplored land nearby. This could be a good opportunity to extend our kingdom even further."
,"The way I see it, we're going to need more new discoveries to keep moving forward."
,"It's not much, but I put aside a little something for a day like this."
"#02714","Let's make these towns the best on the whole island!"
"#02715","Come to think of it, it would make sense to let the two towns share their resources."
,"To do that, each town is going to need a place to send out and receive movers."
"#02716","Here, I found something good the old king had stored away."
,"Let's push forward with this construction!"
"#02717","Try putting this in different places around the room."
"#02718","Increasing the rank of your buildings will sometimes yield special materials."
,"Keep working on going up in rank!"
,"One of my old chairs fell to pieces last time I tried to sit in it...but the materials from it could come in handy!"
"#02719","I was talking to an old friend, and it made me think we could really use a footpath in our town."
,"Let's research how to make one!"
"#02720","Keep dispelling that fog to make the land safer and expand your territory!"
,"Sending your allies to quests in different places will help work toward that."
,"Select a new destination and deploy the troops!"
"#02721","I think we should research item storehouses. I can't stress enough how important these will be!"
,"Let's research how to make one!"
"#02722","If the treasure storehouse gets full, all the treasure your allies gather will go to waste."
,"It might be a good idea to do some research on this subject."
"#02723","Cha-ching! You got yourself a Copper Coin."
,"You get these mixed in with treasure sometimes."
,"But the best way to get them is from tourists visiting from overseas."
,"You can keep coins in the item storehouse, for a while...but it would really be better to make a purpose-built coin box."
"#02724","All right! Now you're earning Silver Coins!"
,"They're worth much more than Copper Coins."
,"It's not safe to leave all that cash lying around. Let's build a coin box to store it."
"#02725","Great googly-mooglies! Is that a Gold Coin? This is the first time I've ever seen one up close."
,"These are worth tons more than Silver Coins. More than some townsfolk will ever see in their lives."
,"It's not safe to leave all that cash lying around. Let's build a coin box to store it."
"#02726","The town could use more <pic=food> producing facilities..."
,"It's great that we've got some ranchers in town, but they won't be much use without farms!"
,"Let's create a farm!"
"#02727","We don't have a lot of <pic=food> to work with..."
,"You can get more by deploying residents to places with lots of fruit trees."
,"You can also invite more ranchers to come work for you. Take this item to help out with that."
"#02728","We don't have a lot of <pic=iron> to work with..."
,"You can get more by deploying residents to places with lots of rocks."
,"It'd be even better if we had a mine nearby, but they aren't easy to find."
,"Let me give you this in the meantime."
"#02729","We don't have a lot of <pic=magic> to work with..."
,"You can get more by deploying residents to places with lots of shining rocks."
,"It'd be even better if we had a mystic mine nearby, but they aren't easy to find."
,"Let me give you this in the meantime."
"#02730","It'd be nice if we had some animals for the farm."
,"Let's place some feed outside of town and see if we can lure any in!"
"#02731","One of those monsters left behind an egg!"
,"This is huge! You could actually raise your own monster!"
,"But first, we'll need somewhere in town to keep it."
"#02732","Two-four-six-eight, grab an egg and incubate!"
,"There are two kinds of monster-raising facilities - basically, indoor and outdoor."
,"Pick one you like and research how to make it!"
"#02733","Shops can only sell as much as they can fit on their shelves."
,"Creating more shelves will help your stores to grow."
,"Place some shelves and get new products out there!"
"#02734","Congratulations, you've acquired a <pic=iron> mine!"
,"Once you've placed it, you'll need someone with the right skill to make proper use of it."
,"I can introduce you to just such an expert."
"#02735","Congratulations, you've acquired a <pic=magic> mine!"
,"Once you've placed it, you'll need someone with the right skill to make proper use of it."
,"I can introduce you to just such an expert."
"#02736","Congrats, you made some new friends!"
,"They could make for valuable reinforcements when you're out on conquests."
,"They can also hang around and help out around town, so long as you've got the right kind of bed."
,"Let's research how to make one!"
"#02737","The Wasteland Guide will take effect once you place it outside the town."
,"It will direct townsfolk toward the wasteland, where they can start restoring it."
,"Try placing one now."
"#02738","The Expedition Hut will take effect once you place it outside the town."
,"It will direct townsfolk toward the wilderness, where they can gather different materials."
,"Try placing one now."
"#02739","That Tree Nursery could be invaluable to our cause."
,"It will produce seeds and seedlings that you can plant in your fields."
,"Let's establish one right away!"
"#02740","That Tool Workshop could be invaluable to our cause."
,"It will produce tools and materials needed for construction."
,"Let's establish one right away!"
"#02741","That Ore Workbench could be invaluable to our cause."
,"It will produce tools and materials needed for construction."
,"Let's establish one right away!"
"#02742","That Kitchen Counter could be invaluable to our cause."
,"Now if you also had some restaurants, you could make all sorts of food!"
,"Let's establish one right away!"
"#02743","Let's make use of that Monster Statue somewhere in town."
,"Enemies will attack it before any of the other facilities."
,"Place it as far away as possible from important places like storehouses."
"#02744","Let's make use of that Monster-Repelling Orb somewhere in town."
,"Enemies will attack it before any of the other facilities."
,"Place it as far away as possible from important places like storehouses."
"#02745","Let's make use of that Monster-Repelling Sword somewhere in town."
,"Enemies will attack it before any of the other facilities."
,"Place it as far away as possible from important places like storehouses."
"#02746","Let's make use of that Monster-Repelling Slate somewhere in town."
,"Enemies will attack it before any of the other facilities."
,"Place it as far away as possible from important places like storehouses."
"#02747","The townsfolk will have an easier time if they have colleagues employed in the same profession."
,"Let me introduce you to another expert."
"#02748","If you want to focus on combat, get a lot of people in battle-oriented jobs!"
"#02749","Great, you've built a Weapon Shop. Check out what it's got to offer!"
"#02750","Great, you've built an Armor Shop. Check out what it's got to offer!"
"#02751","Great, you've built an Item Shop. Check out what it's got to offer!"
"#02752","Great, you've built a Furniture Shop. Check out what it's got to offer!"
"#02753","Great, you've built a Skill Shop. Check out what it's got to offer!"
"#02754","Great, you've built an Inn. Maybe now we'll get some tourists wanting to stay here!"
,"Let's give it a try!"
"#02755","Great, you've built a Restaurant. Check out what it's got to offer!"
"#02756","Great, you've built an Accessory Shop. Check out what it's got to offer!"
"#02757","Great, you've built a Recovery Room. Check out what it can do for you!"
"#02758","Great, you've built an Analysis Lab. Check out what it can do for you!"
"#02759","Great, you've built a Research Lab. Check out what it can do for you!"
"#02760","Great, you've built a Hospital. Check out what it can do for you!"
"#02761","Great, you've built a Church. Check out what it can do for you!"
"#02762","It's a new day. This makes <0> days since you founded this new kingdom."
"#02763","The Battle Point totals from yesterday are in.<br>Let's see how you did!"
"#02764","Whoops, you missed out on getting your Battle Points rewards."
,"Make sure to check the game within the week after registering for the rankings."
"#02765","Wonderful, you completed the challenge!"
"#02766","The deadline for the yesterday's challenge has passed..."
,"But you can still take on a new challenge today!"
"#02767","To make a resident an Instructor, you'll need to raise one of their abilities to a certain level."
,"Aim for Level 5!"
"#02768","Thanks for the share! You've received a reward."
"#02769","Wow, thanks for the share!"
"#02770","Thank you for your review. We hope you'll continue to develop the kingdom from here on."
"#02771","Looks like this item can't be used here."
"#02772","You can't equip multiple skills of this type."
"#02773","Teehee. Hello! I heard all about the great work you're doing here and wanted to see it for myself."
,"Plus, I just learned this spell that'll expand your territory. Want me to give it a try?"
,"The last three towns I tried it on kinda got destroyed instead, but I'm pretty sure I ironed all the kinks out. Trust me."
,"Yaaaaaaaaah!"
"#02774","Teehee. Hello! I heard all about your spectacular kingdom management and wanted to see it for myself."
,"Plus, I just learned this spell that'll expand your territory. Want me to give it a try?"
,"Last time I tried it I sent this weird yellow robot flying into space, but I'm pretty sure I've ironed all the kinds out of it now. Trust me."
,"Yaaaaaaaaah!"
"#02775","Teehee. Hello! People have been talking about the amazing kingdom you're building, and I knew I just had to see it for myself."
,"Plus, I just learned this spell that'll expand your territory. Want me to give it a try?"
,"I've only practiced it on my friends so far, so you'll be my first real client. You'd better be honored, all right?"
,"Yaaaaaaaaah!"
"#02776","Teehee. Hello! I heard you've been putting your life on the line for your kingdom, and I knew I just had to see it for myself."
,"Plus, I just learned this spell that'll expand your territory. Want me to give it a try?"
,"Last time I tried it, all my favorite stores suddenly had sales on. I bought a ton of clothes real cheap! I can't wait to see what happens this time."
